pid,creator,age,stimuli,inverted,filename,filepath,blip_caption,blip_caption_correct,gpt_caption,gpt_caption_correct,gpt_caption_confidence,originality_audra,originality_ocs,percentile_ocs,category1,category2,category3,confidence,creativity,creativity2,used_stimulus,line_thickness,ink_density,ink_fraction_inside_stimulus,number_of_components,number_of_lines,dist_from_base_caption_gtelarge,dist_from_base_caption_gte,dist_from_base_caption_stella,dist_from_base_shape_dino,dist_from_base_shape_clip,text_10NN_gtelarge,image_10NN_dino,image_10NN_clip,inverse_category_frequency,inverse_cluster_frequency_gtelarge,gpt_hard_to_interpret,category_hard_to_interpret,mean_creativity,mean_originality,subgroup
4024,children,9.0,R,False,4024.png,../data/children/stimuli_R/4024.png,drawing of a house with a window and a door,,"Simple house with gable roof, one window, and door",,5,0.446292698383331,0.34,8.0,house,door,,2.0,2.0,2,1.0,5.15592990297342,4.618125,0.705876341338784,2,8,0.164647678774866,0.427435304369646,0.376590434604026,0.586442629655069,0.306461071368776,0.05494737,0.10905746,0.05920192,4.48484848484848,3.02564102564103,0,0,0.5,0.3931463491916655,schematic
4025,children,6.0,R,True,4025.png,../data/children/stimuli_R/4025.png,drawing of a man holding a sign with a hand drawn face,,"Simplistic face drawing with square head, straightforward eyes, and a beard",,4,0.573639988899231,0.53,56.0,(smiley) face,,,2.0,2.0,3,1.0,6.8095436749268,8.483125,0.504870817450233,5,8,0.158668499151641,0.330484091980821,0.373864851824333,0.638580497155195,0.237039763558813,0.12512352,0.19393733,0.12919077,16.4444444444444,4.91666666666667,0,0,0.625,0.5518199944496155,pre-schematic
4026,children,7.0,R,True,4026.png,../data/children/stimuli_R/4026.png,there is a drawing of a face with a basket in the middle,,"Simple face drawing with eyes, nose, and lined chin",,4,0.483368337154388,0.5,48.0,(smiley) face,lines,,1.0,2.0,2,1.0,4.97037023462932,4.37,0.757395167407086,7,14,0.144354573228681,0.298706293106079,0.35925056691471,0.589133115280397,0.229866069733806,0.120699026,0.2309469,0.13989393,16.4444444444444,4.91666666666667,0,0,0.5,0.491684168577194,schematic
5001,children,9.0,R,True,5001.png,../data/children/stimuli_R/5001.png,drawing of a robot with a clock on its face,,Robot-like figure with a square head and geometric body shape,,4,0.631953358650208,0.6,72.0,robot,hands,,2.0,2.0,3,1.0,4.84352468947992,5.100625,0.51566794942276,5,10,0.219714449661108,0.385315775871277,0.470763651774146,0.683036508359965,0.30310032678932,0.14163339,0.27701938,0.20153943,148.0,4.91666666666667,0,0,0.625,0.615976679325104,schematic
5002,children,6.0,R,False,5002.png,../data/children/stimuli_R/5002.png,drawing of a rocket ship with a small sail on a white surface,,Hard to interpret,,2,0.659077405929565,0.55,59.0,abstract doodle/hard to interpret,lines,,2.0,1.0,1,0.5,5.6018036079473,10.11625,0.542758089368259,2,18,0.244171008815108,0.486913069692643,0.625322468598035,0.798289864542457,0.298485762317526,0.0,0.28295383,0.17951453,3.89473684210526,3.93333333333333,1,1,0.25,0.6045387029647825,pre-schematic
5003,children,8.0,R,False,5003.png,../data/children/stimuli_R/5003.png,drawing of a house with a spider web on the roof,,Simple house with a triangular roof and two windows,,4,0.519158601760864,0.53,55.0,house,door,,2.0,2.0,2,1.0,8.12789413199486,9.1925,0.89597276036163,3,15,0.164033443206516,0.4270099401474,0.362469635156966,0.714742435649892,0.280554564231501,0.037080776,0.1598098,0.088765986,4.48484848484848,3.02564102564103,0,0,0.5,0.524579300880432,schematic
5004,children,8.0,R,False,5004.png,../data/children/stimuli_R/5004.png,drawing of a house with a chimney and a chimney top,,A simple house with two windows and a chimney,,5,0.471695899963379,0.5,47.0,house,smoke,door,2.0,2.0,2,1.0,4.90814090577854,4.825625,0.800199600798403,4,12,0.171664287348729,0.370256960391998,0.394026004912018,0.717497505733808,0.280783504802151,0.064516455,0.19376382,0.079791024,4.48484848484848,3.02564102564103,0,0,0.5,0.4858479499816895,schematic
5009,children,7.0,R,True,5009.png,../data/children/stimuli_R/5009.png,drawing of a boat with a flag on it ' s side,,"Simple boat or submarine shape with ""TV"" box on top",,3,0.450702697038651,0.45,34.0,abstract doodle/hard to interpret,,,2.0,1.0,3,1.0,4.17803200176969,2.380625,0.607307621332349,2,5,0.188237417445335,0.330358982086182,0.408264840141822,0.430489621877588,0.232882348413485,0.16641854,0.22130576,0.102565505,3.89473684210526,13.1111111111111,0,1,0.5,0.4503513485193255,schematic
5010,children,7.0,R,True,5010.png,../data/children/stimuli_R/5010.png,there is a drawing of a man standing in the snow,,Simple geometric design resembling an incomplete pentagon or shield shape,,4,0.271216928958893,0.12,0.0,blank,,,2.0,0.0,0,0.0,3.96208220167432,0.9125,0.803912850155625,7,3,0.118814931057098,0.206232070922852,0.286626296438353,0.0905072115818054,0.0399280610969148,0.09609391,0.36360484,0.13542682,49.33333333333329,16.8571428571429,0,1,0.0,0.1956084644794465,schematic
5011,children,8.0,R,False,5011.png,../data/children/stimuli_R/5011.png,drawing of a house with a chimney and a window,,Simple drawing of a house with a triangular roof,,5,0.42447292804718,0.33,6.0,house,door,,2.0,2.0,2,1.0,4.38529467332433,2.77875,0.971517253971152,3,7,0.116004519700733,0.321426470364717,0.246140673526564,0.611801588609537,0.286069369264134,0.046150893,0.11123526,0.042594064,4.48484848484848,3.02564102564103,0,0,0.5,0.37723646402359,schematic
5012,children,6.0,R,True,5012.png,../data/children/stimuli_R/5012.png,drawing of a pencil with a design of waves on it,,Upside-down trapezoidal shape with wavy lines inside,,5,0.467682629823685,0.5,48.0,abstract doodle/hard to interpret,,,2.0,0.0,1,0.5,3.7051872312816,3.66375,0.929444756029164,1,6,0.165391971743584,0.378717482089996,0.383425914253348,0.536213417800754,0.237584476038355,0.13019371,0.21015146,0.12467023,3.89473684210526,5.9,0,1,0.125,0.4838413149118425,pre-schematic
5018,children,9.0,R,True,5018.png,../data/children/stimuli_R/5018.png,drawing of a boat with a sail on the water,,Abstract geometric shapes possibly resembling a building or structure,,3,0.488981515169144,0.49,43.0,abstract doodle/hard to interpret,,,2.0,1.0,1,1.0,4.66850013386535,4.329375,0.715186601881526,9,12,0.134890198707581,0.341195086169535,0.34611610495352,0.594644246929457,0.245044602919008,0.08908498,0.19681013,0.118697986,3.89473684210526,5.9,1,1,0.25,0.489490757584572,schematic
5019,children,6.0,R,False,5019.png,../data/children/stimuli_R/5019.png,drawing of a line of houses with a single tree in the middle,,Three pointed structures on a line resembling houses or mountains,,4,0.404160618782043,0.55,59.0,completing,copying,,2.0,1.0,2,1.0,6.17228216326424,5.660625,0.433327523095695,3,14,0.12820487450332,0.256873965263367,0.315005718023093,0.754561023239349,0.265622923147972,0.1314486,0.3819073,0.12042956,11.3846153846154,3.02564102564103,0,0,0.375,0.47708030939102153,pre-schematic
5020,children,9.0,R,True,5020.png,../data/children/stimuli_R/5020.png,drawing of a clock with a face and a candle on it,,"Angry face with triangle hat and speech bubble saying ""HOED""",,4,0.523537397384644,0.62,77.0,(smiley) face,writing,frown,2.0,2.0,3,0.5,5.33583195515215,6.090625,0.375818282198912,7,9,0.23022198677063,0.35432493686676,0.510943563096945,0.63431781447431,0.267546068347668,0.16463724,0.2446368,0.17239463,16.4444444444444,4.91666666666667,0,0,0.625,0.571768698692322,schematic
5021,children,6.0,R,False,5021.png,../data/children/stimuli_R/5021.png,drawing of a house with a chimney and a door,,Simple outline sketch of a house with a triangular roof,,5,0.269412577152252,0.24,0.0,completing,,,2.0,0.0,0,0.5,4.428351196915449,1.5225,0.973937325473162,2,4,0.111965232374355,0.353667180349444,0.251653723566564,0.415358197553381,0.146718953297476,0.05411508,0.28088564,0.118978284,11.3846153846154,3.02564102564103,0,0,0.0,0.254706288576126,pre-schematic
5027,children,7.0,R,False,5027.png,../data/children/stimuli_R/5027.png,drawing of a house with a window and a roof with a chimney,,A house with windows and a door under a semicircular shape,,5,0.596515536308289,0.54,58.0,house,arc,,2.0,2.0,2,1.0,4.45845312505914,7.581875,0.763408641457422,3,20,0.186320878705868,0.38514632449862,0.378842018773675,0.786644611996558,0.310091019430852,0.087770894,0.23314223,0.08066241,4.48484848484848,3.02564102564103,0,0,0.5,0.5682577681541445,schematic
5028,children,8.0,R,False,5028.png,../data/children/stimuli_R/5028.png,drawing of a kite with a triangular shape on it,,"Simple rocket with rectangular body and cone top, string at the bottom",,5,0.428063094615936,0.42,28.0,fire work,lines,,1.0,2.0,1,1.0,4.67412812608373,3.445,0.854580309461865,1,8,0.186849750655913,0.473206162452698,0.432296003836154,0.668908392621034,0.25651925194737,0.16003278,0.36041087,0.14383356,148.0,13.1111111111111,0,0,0.375,0.424031547307968,schematic
5029,children,8.0,R,True,5029.png,../data/children/stimuli_R/5029.png,drawing of a shield with a flag and a bird on top,,Heart-shaped object with a chimney and small plant on top,,4,0.392901748418808,0.44,33.0,abstract doodle/hard to interpret,,,1.0,1.0,0,1.0,3.42571208250802,3.970625,0.778138089447372,8,10,0.181504704772859,0.393426382149837,0.44472726850076,0.74837694191086,0.348189945892487,0.1550506,0.2806558,0.24776487,3.89473684210526,8.42857142857143,0,1,0.125,0.41645087420940397,schematic
6001,children,7.0,R,True,6001.png,../data/children/stimuli_R/6001.png,there is a drawing of a ice cream cone with a face on it,,Ice cream cone with a smiley face and a cherry on top,,5,0.443807601928711,0.48,42.0,ice cream cone,(smiley) face,tongue,2.0,2.0,3,1.0,6.43508976303298,7.41,0.83741818688205,3,9,0.240091891277798,0.334205607521199,0.55107298797804,0.646833395263022,0.417590827119883,0.13636856,0.21633704,0.22636399,29.6,23.6,0,0,0.625,0.46190380096435546,schematic
6002,children,9.0,R,True,6002.png,../data/children/stimuli_R/6002.png,drawing of a drawing of a ladder and a chair,,Drawing shows a lift flanked by two sets of stairs,,4,0.638797402381897,0.74,95.0,elevator,writing,,2.0,3.0,4,1.0,6.26823443134597,13.059375,0.270932738186856,1,24,0.188108086585999,0.429983556270599,0.433704163652906,0.694626841437274,0.283587504986047,0.17341527,0.30479398,0.18733987,148.0,8.42857142857143,0,0,0.875,0.6893987011909485,schematic
6003,children,8.0,R,True,6003.png,../data/children/stimuli_R/6003.png,drawing of a pencil with a heart and a piece of fruit on it,,Ice cream cone with three scoops and a grid pattern on the cone,,5,0.421610951423645,0.45,33.0,ice cream cone,lines,,2.0,3.0,3,1.0,5.99911897657417,9.3225,0.705894997044441,2,19,0.216667162378598,0.394667303880017,0.493732899053865,0.733178734449834,0.345020126047719,0.13898489,0.26066557,0.20641175,29.6,23.6,0,0,0.75,0.4358054757118225,schematic
6004,children,7.0,R,True,6004.png,../data/children/stimuli_R/6004.png,drawing of a person with a hat and a tie on,,"Cartoonish character with long hair, stick arms and legs, and a cheerful face",,4,0.599066197872162,0.6,73.0,person,tongue,hands,2.0,2.0,3,1.0,6.68892074228832,10.174375,0.660238342481333,1,17,0.23014788447929,0.414897774762047,0.515481353728851,0.771755985580602,0.336097031286479,0.11892104,0.22521906,0.15711269,24.6666666666667,4.91666666666667,0,0,0.625,0.599533098936081,schematic
6005,children,7.0,R,True,6005.png,../data/children/stimuli_R/6005.png,drawing of a person sitting in a lotus position with a book,,Hard to interpret,,2,0.669062614440918,0.74,95.0,person(s),,,2.0,3.0,3,1.0,7.77890343855353,14.533125,0.204806174355376,9,17,0.244171008815108,0.486913069692643,0.625322468598035,0.735298420617478,0.274994615249652,0.0,0.28395557,0.20561019,24.6666666666667,3.93333333333333,1,0,0.75,0.704531307220459,schematic
6006,children,8.0,R,True,6006.png,../data/children/stimuli_R/6006.png,drawing of a cartoon character with a hand up in the air,,Smiling pizza slice character with raised arms and legs,,5,0.56909966468811,0.64,81.0,creature/monster,hands,,2.0,3.0,3,1.0,6.23676361483576,9.57875,0.480699049087638,2,13,0.235995218992517,0.364770412445068,0.549536228179932,0.762459843333995,0.381062465251154,0.13824713,0.23845807,0.21783371,9.25,4.91666666666667,0,0,0.75,0.604549832344055,schematic
6007,children,6.0,R,True,6007.png,../data/children/stimuli_R/6007.png,drawing of a man with arms outstretched in a pose,,"Simple stick figure with raised arms, smiling",,4,0.54863178730011,0.46,37.0,person,hands,,2.0,2.0,3,1.0,5.24172168805283,4.90875,0.313888626264536,2,7,0.185556031995287,0.337539752575143,0.41298521277176,0.642275900238406,0.264744071374562,0.12043898,0.27636617,0.17991742,24.6666666666667,4.91666666666667,0,0,0.625,0.504315893650055,pre-schematic
6008,children,8.0,R,True,6008.png,../data/children/stimuli_R/6008.png,drawing of a drawing of a man with a face on a piece of paper,,Hard to interpret,,2,0.572866797447205,0.55,61.0,flowers,,,2.0,2.0,2,1.0,4.57490997002893,4.28875,0.966303920283204,5,7,0.244171008815108,0.486913069692643,0.625322468598035,0.533691562322727,0.269323822610704,0.0,0.18335527,0.14632991,148.0,3.93333333333333,1,0,0.5,0.5614333987236025,schematic
6009,children,7.0,R,True,6009.png,../data/children/stimuli_R/6009.png,there is a kite that is flying in the sky with a string,,Hard to interpret,,1,0.422873586416245,0.36,12.0,completing,,,2.0,0.0,0,1.0,4.47210924063022,2.34625,0.563465675728535,1,7,0.244171008815108,0.486913069692643,0.625322468598035,0.656239308733554,0.192263055968934,0.0,0.31070274,0.107711054,11.3846153846154,3.93333333333333,1,0,0.0,0.3914367932081225,schematic
6010,children,8.0,R,True,6010.png,../data/children/stimuli_R/6010.png,drawing of a house with a window and a door on a white background,,Simple house shape with windows and a door drawn on a pointed base,,4,0.44447922706604,0.4,22.0,house,door,,2.0,2.0,2,1.0,5.33884622606033,3.986875,0.93860510805501,4,5,0.125034742055251,0.323421795572148,0.224977745114429,0.553477053000258,0.263456553400993,0.06202774,0.18393198,0.11674714,4.48484848484848,3.02564102564103,0,0,0.5,0.42223961353302,schematic
6011,children,6.0,R,True,6011.png,../data/children/stimuli_R/6011.png,drawing of a bird with two eyes on a white background,,Three smiley faces within an ice cream cone shape,,4,0.400832533836365,0.48,41.0,faces,completing,,2.0,1.0,1,1.0,4.4868789366209,3.31125,0.938853852481492,1,6,0.212515209613412,0.363450765609741,0.488094491972693,0.51489076932024,0.303744852701173,0.12862673,0.19866641,0.17301653,148.0,23.6,0,0,0.25,0.4404162669181825,pre-schematic
6012,children,8.0,R,True,6012.png,../data/children/stimuli_R/6012.png,drawing of a house with a fire coming out of it,,Hard to interpret,,2,0.649016976356506,0.57,67.0,house,smoke,rain,2.0,3.0,2,1.0,4.9068884133428,11.305,0.349356154522915,31,26,0.244171008815108,0.486913069692643,0.625322468598035,0.795838844313182,0.335127945954221,0.0,0.37131292,0.14262787,4.48484848484848,3.93333333333333,1,0,0.625,0.609508488178253,schematic
6013,children,8.0,R,True,6013.png,../data/children/stimuli_R/6013.png,drawing of a man with a tie on his head and a face drawn on it,,Abstract shapes resembling a face or house with a window and door,,3,0.405965328216553,0.36,12.0,house,door,,2.0,2.0,2,1.0,4.21794502987503,3.471875,0.883819628647215,1,9,0.142419746969952,0.298233270645142,0.290351923437586,0.570085083505839,0.254116541308329,0.08283641,0.2510304,0.14399669,4.48484848484848,5.9,1,0,0.5,0.3829826641082765,schematic
6014,children,7.0,R,True,6014.png,../data/children/stimuli_R/6014.png,drawing of a dog with a sign in its mouth,,"Creature with box-like body, smiling face, limbs, and clawed feet",,4,0.681407809257507,0.69,89.0,creature/monster,hands,,2.0,3.0,2,1.0,4.38389449010176,9.13625,0.200672318035662,5,13,0.242577404668635,0.489420711994171,0.510417313004571,0.838674646867558,0.299663522254493,0.115934275,0.34322226,0.15786016,9.25,4.91666666666667,0,0,0.625,0.6857039046287534,schematic
6015,children,8.0,R,True,6015.png,../data/children/stimuli_R/6015.png,drawing of a drawing of a person in a pocket with a plant in it,,"Rocket with flames, drawing path, universe symbols, heading to labeled planet",,4,0.611881613731384,0.69,90.0,rocket,star(s),planet,2.0,3.0,2,1.0,5.23197622083587,8.47375,0.333673469387755,18,8,0.173480927944183,0.390534978822916,0.426460827974129,0.674467908869598,0.281087086577968,0.15311086,0.2952439,0.14912495,29.6,13.1111111111111,0,0,0.625,0.650940806865692,schematic
6016,children,8.0,R,True,6016.png,../data/children/stimuli_R/6016.png,drawing of a drawing of a bunch of flowers in a vase,,"Two labeled flower bouquets with prices, one for 2.99, one for 1.99",,5,0.743176579475403,0.64,82.0,flower shop,writing,numbers,2.0,4.0,4,1.0,4.28148747836116,8.989375,0.609223928442169,4,19,0.236800298881512,0.499650001525879,0.561802718746823,0.709547375310688,0.361310216717993,0.22389007,0.24423666,0.24717303,148.0,8.42857142857143,0,0,1.0,0.6915882897377015,schematic
6017,children,6.0,R,True,6017.png,../data/children/stimuli_R/6017.png,drawing of a circle with a line drawing of a shield,,Hard to interpret,,2,0.432635754346848,0.37,16.0,completing,encircled,,2.0,0.0,0,1.0,5.33344711132324,5.325625,0.404241703994881,2,7,0.244171008815108,0.486913069692643,0.625322468598035,0.530891876859812,0.199046200709376,0.0,0.25122672,0.1247236,11.3846153846154,3.93333333333333,1,0,0.0,0.401317877173424,pre-schematic
6018,children,9.0,R,True,6018.png,../data/children/stimuli_R/6018.png,drawing of a cartoon of a man with a sun on his head,,A house with windows under a shining sun with a face,,5,0.63917350769043,0.68,88.0,house,up-side down,sun,2.0,3.0,2,1.0,6.52763205038953,8.254375,0.609438119720896,14,6,0.199204254197819,0.39270156621933,0.430422450925257,0.652120358521791,0.283870764196601,0.10020025,0.2333829,0.14725897,4.48484848484848,3.02564102564103,0,0,0.625,0.659586753845215,schematic
6019,children,7.0,R,True,6019.png,../data/children/stimuli_R/6019.png,drawing of a person sitting in a chair with a hand on the back of it,,Hard to interpret,,2,0.650211453437805,0.62,78.0,abstract doodle/hard to interpret,,,2.0,0.0,1,1.0,8.40058674062897,14.45375,0.397560794229196,3,50,0.244171008815108,0.486913069692643,0.625322468598035,0.738221184099244,0.236092774058542,0.0,0.36746413,0.15209997,3.89473684210526,3.93333333333333,1,1,0.125,0.6351057267189024,schematic
6020,children,8.0,R,False,6020.png,../data/children/stimuli_R/6020.png,drawing of a cartoon rocket with a man sitting on a chair,,A simple sketch of a rocket ship with landing legs,,4,0.606141209602356,0.64,82.0,rocket,,,2.0,3.0,4,1.0,4.84304546582929,6.56125,0.459700857730205,4,15,0.178676773388577,0.386817180324624,0.371222041322113,0.780399589553476,0.315341600310462,0.15588264,0.37271962,0.1372923,29.6,13.1111111111111,0,0,0.875,0.623070604801178,schematic
7001,children,9.0,R,False,7001.png,../data/children/stimuli_R/7001.png,drawing of a plane flying over a house with a plane flying over it,,"Plane, house, lightning bolt, handprint, and the words ""Oertijd"" and ""Vliegtuig""",,4,0.674353837966919,0.8,98.0,house,plane,writing,2.0,3.0,4,1.0,4.1691902070629,8.514375,0.3172076249356,25,24,0.169934322241882,0.403264284133911,0.367416701758902,0.759536959602761,0.383648812588998,0.17179748,0.2587277,0.19314782,4.48484848484848,3.02564102564103,0,0,0.875,0.7371769189834595,schematic
7002,children,8.0,R,True,7002.png,../data/children/stimuli_R/7002.png,drawing of a basketball net with a basketball in it,,Hard to interpret,,2,0.388265490531921,0.34,8.0,ice cream cone,lines,,2.0,1.0,2,1.0,5.81204947328458,11.74,0.897538710915838,1,22,0.244171008815108,0.486913069692643,0.625322468598035,0.667702098316232,0.310052416842118,0.0,0.28897816,0.17110007,29.6,3.93333333333333,1,0,0.375,0.3641327452659605,schematic
7003,children,9.0,R,True,7003.png,../data/children/stimuli_R/7003.png,drawing of a space station with a sign and a drawing of a man,,Cartoon alien surrounded by planets and stars in space,,4,0.766938149929047,0.9,99.0,mascot,ice cream cone,writing,2.0,4.0,4,1.0,4.61001761463822,12.728125,0.252106263220163,16,21,0.239507720499769,0.408250440150548,0.506697327297766,0.746465883906452,0.490651290424157,0.17232183,0.25908595,0.320769,148.0,13.1111111111111,0,0,1.0,0.8334690749645235,schematic
7004,children,7.0,R,True,7004.png,../data/children/stimuli_R/7004.png,there is a drawing of a umbrella with a bunch of umbrellas,,"Abstract shape with top circles and dark central portion, possible cone or object",,3,0.411662071943283,0.43,29.0,food,,,1.0,2.0,1,1.0,16.3688529551675,15.58875,0.931971528138207,4,17,0.160739760310673,0.386981867967954,0.419318427958297,0.668875394405602,0.249109147550854,0.09553849,0.26717806,0.13925546,148.0,5.9,1,0,0.375,0.4208310359716415,schematic
7005,children,6.0,R,True,7005.png,../data/children/stimuli_R/7005.png,drawing of a man holding a glass with a butterfly and a flower in it,,"Person holding a container with insects, observing a larger insect with a crown",,5,0.629254043102264,0.7,91.0,person,bees,,2.0,4.0,4,1.0,5.06389520333236,8.47,0.31413958092724,6,14,0.249958440663906,0.525394229567394,0.581189488243429,0.706151709738434,0.328270021156119,0.17768684,0.27547532,0.19659135,24.6666666666667,8.42857142857143,0,0,1.0,0.664627021551132,pre-schematic
7006,children,9.0,R,True,7006.png,../data/children/stimuli_R/7006.png,there is a drawing of a cat with a collar and a nose,,Stylized drawing of a cat with geometric shapes and a curly tail,,4,0.565875172615051,0.69,89.0,animal,(smiley) face,ears,2.0,3.0,4,1.0,5.288442785797111,4.325625,0.889521762493283,2,4,0.162743310601311,0.33077883720398,0.37116225785984,0.641235441179981,0.30974877532267,0.1506658,0.21408072,0.21709795,148.0,4.91666666666667,0,0,0.875,0.6279375863075255,schematic
7007,children,9.0,R,False,7007.png,../data/children/stimuli_R/7007.png,drawing of a house with a roof and a bird flying over it,,An umbrella and flower on a rectangle with birds above,,4,0.566689610481262,0.74,95.0,swimming pool,umbrella ,flower ,1.0,2.0,4,1.0,3.6139568625085,3.534375,0.84655231955796,28,6,0.212616490565746,0.341441432151708,0.402645313897449,0.679107466750383,0.317003109140114,0.17799452,0.22149238,0.18269937,148.0,8.42857142857143,0,0,0.75,0.653344805240631,schematic
7009,children,8.0,R,False,7009.png,../data/children/stimuli_R/7009.png,drawing of a house with a window and a door with a window,,Simple house with a triangular roof and two windows,,4,0.600326418876648,0.45,33.0,house,door,,2.0,2.0,2,1.0,4.65979420339897,3.745,0.943637916310846,4,7,0.164033443206516,0.4270099401474,0.362469635156966,0.56760551204082,0.324145090752669,0.037080772,0.14428155,0.050314814,4.48484848484848,3.02564102564103,0,0,0.5,0.525163209438324,schematic
7010,children,7.0,R,True,7010.png,../data/children/stimuli_R/7010.png,drawing of a pencil with a face and a bunch of sticks sticking out of it,,"Smiling face with upside-down triangular body and striped, dotted hair",,4,0.618059933185577,0.54,57.0,fries,(smiley) face,,2.0,3.0,3,1.0,6.11072874213578,15.91375,0.640209732918237,7,66,0.213032875891576,0.347827693690519,0.484584658419171,0.75141590505514,0.305842800115048,0.11564106,0.2946971,0.17054601,148.0,4.91666666666667,0,0,0.75,0.5790299665927885,schematic
7011,children,9.0,R,False,7011.png,../data/children/stimuli_R/7011.png,drawing of a house with a butterfly and flowers in the yard,,"House with butterfly wings, trees on both sides, surrounded by grass",,5,0.697233259677887,0.67,87.0,house,wings,tree,2.0,4.0,4,1.0,5.40450062785347,15.130625,0.377805606396301,5,43,0.174023716326274,0.45438049597682,0.39098072052002,0.720365578565249,0.333814667975052,0.14645915,0.24588153,0.112510204,4.48484848484848,3.02564102564103,0,0,1.0,0.6836166298389434,schematic
7012,children,9.0,R,True,7012.png,../data/children/stimuli_R/7012.png,drawing of a boat with a tower on top of it,,Simple castle with two towers and flags on top,,4,0.632107973098755,0.64,82.0,castle,lines,flags,2.0,2.0,4,1.0,4.94754272887564,7.54875,0.865085958969771,3,23,0.158035328505316,0.423600639319457,0.420777090261316,0.541284896784428,0.239413391611631,0.14771876,0.26306933,0.14980029,148.0,13.1111111111111,0,0,0.75,0.6360539865493775,schematic
7013,children,7.0,R,False,7013.png,../data/children/stimuli_R/7013.png,drawing of a kite with a geometric shape on a white background,,"Geometric figure with intersecting lines, resembling abstract or architectural sketch",,4,0.415772557258606,0.43,30.0,abstract doodle/hard to interpret,lines,,2.0,0.0,1,0.5,4.76271512347002,3.7175,0.951054955839058,2,10,0.120756559326852,0.306387979172943,0.30560040225986,0.573663571842047,0.18317775642496,0.099765785,0.28116933,0.115864776,3.89473684210526,5.9,1,1,0.125,0.422886278629303,schematic
7014,children,7.0,R,False,7014.png,../data/children/stimuli_R/7014.png,drawing of a bottle and a knife on a table,,"A creature with long arms, two eyes, and a scribbled mouth",,4,0.613635540008545,0.66,85.0,creature/monster,,,1.0,0.0,3,1.0,6.29977728134369,12.655625,0.28970398970399,3,35,0.206058000796074,0.443707141655257,0.47533967944024,0.758774538807127,0.273485559504835,0.13675329,0.28768235,0.15036912,9.25,4.91666666666667,0,0,0.375,0.6368177700042725,schematic
7015,children,8.0,R,False,7015.png,../data/children/stimuli_R/7015.png,drawing of a dog with a crown on his head and a t - shirt on his chest,,"Creature with box body, eyes on stalks, teeth, and tail",,4,0.616687655448914,0.68,89.0,creature/monster,teeth,feelers,1.0,2.0,4,1.0,5.67211500505619,6.548125,0.612102289622361,5,10,0.218557225551769,0.548742949962616,0.506073117256165,0.631119254192207,0.357615789680357,0.14181507,0.28028837,0.20430903,9.25,4.91666666666667,0,0,0.75,0.6483438277244571,schematic
7016,children,6.0,R,True,7016.png,../data/children/stimuli_R/7016.png,there is a black and white drawing of a vase on a white surface,,Hard to interpret,,1,0.457860112190247,0.34,7.0,abstract doodle/hard to interpret,,,1.0,0.0,0,1.0,25.4376170018578,17.501875,0.981904039707707,5,20,0.244171008815108,0.486913069692643,0.625322468598035,0.703652395200082,0.208145219638239,0.0,0.28259772,0.13662973,3.89473684210526,3.93333333333333,1,1,0.0,0.39893005609512355,pre-schematic
7017,children,6.0,R,True,7017.png,../data/children/stimuli_R/7017.png,drawing of a man with a bird on his head,,"Abstract figure with 4 limbs, triangle body, circle center, and line on top",,4,0.550458192825317,0.58,67.0,abstract doodle/hard to interpret,,,1.0,2.0,1,1.0,5.70053177318085,6.6875,0.319167389418907,4,16,0.148291400176798,0.357612571574006,0.366364322088021,0.557394491856582,0.241354695371987,0.116466366,0.23490086,0.1496199,3.89473684210526,4.91666666666667,1,1,0.375,0.5652290964126585,pre-schematic
7018,children,8.0,R,True,7018.png,../data/children/stimuli_R/7018.png,drawing of a man standing on a ladder with a kite above his head,,Ice cream cone with a square brick pattern scoop on top,,4,0.542751967906952,0.51,49.0,abstract doodle/hard to interpret,,,1.0,1.0,2,1.0,5.10978888358284,6.985625,0.749007469214723,2,10,0.218789074565277,0.382393758964352,0.497613861943529,0.635367032417524,0.267726458991924,0.13972837,0.20186742,0.1391788,3.89473684210526,23.6,0,1,0.375,0.5263759839534761,schematic
7019,children,8.0,R,True,7019.png,../data/children/stimuli_R/7019.png,drawing of a cartoon cow with a hat and a tie,,Smiling unicorn-faced cup with round spots and big eyes,,4,0.589652121067047,0.61,75.0,creature/monster,ears,,2.0,2.0,3,1.0,4.71954235096066,5.090625,0.741938389479373,5,5,0.248321995239138,0.42992490530014,0.52363014362038,0.686278722999076,0.366872772693284,0.1541119,0.23056665,0.19392517,9.25,4.91666666666667,0,0,0.625,0.5998260605335235,schematic
7020,children,6.0,R,True,7020.png,../data/children/stimuli_R/7020.png,drawing of a cat with a sad face on a white sheet,,Cartoon cat-like creature with a unicorn horn and simple facial features,,4,0.549710869789124,0.55,61.0,creature/monster,ears,,2.0,2.0,3,1.0,4.89629046218788,4.614375,0.724584103512015,7,3,0.219551669385928,0.40874969959259,0.439377095662181,0.628099847408224,0.385896530068002,0.15991811,0.21028085,0.2294404,9.25,4.91666666666667,0,0,0.625,0.549855434894562,pre-schematic
7021,children,9.0,R,True,7021.png,../data/children/stimuli_R/7021.png,there is a drawing of a wine glass with a bottle on it,,Hard to interpret,,1,0.336504697799683,0.44,31.0,completing,,,2.0,0.0,0,1.0,5.08691340866892,2.490625,0.531423290203327,1,5,0.244171008815108,0.486913069692643,0.625322468598035,0.664125529950833,0.235875798380975,0.0,0.3170271,0.12120457,11.3846153846154,3.93333333333333,1,0,0.0,0.3882523488998415,schematic
