pid,creator,age,stimuli,inverted,filename,filepath,blip_caption,blip_caption_correct,gpt_caption,gpt_caption_correct,gpt_caption_confidence,originality_audra,originality_ocs,percentile_ocs,category1,category2,category3,confidence,creativity,creativity2,used_mask,line_thickness,ink_density,ink_fraction_inside_mask,number_of_components,number_of_lines,dist_from_base_caption_gtelarge,dist_from_base_caption_gte,dist_from_base_caption_stella,dist_from_base_shape_dino,dist_from_base_shape_clip,text_10NN_gtelarge,image_10NN_dino,image_10NN_clip,inverse_category_frequency,inverse_cluster_frequency_gtelarge
598,adults,,G,FALSE,598__8786_9.jpg,../data/adults/stimuli_G/598__8786_9.jpg,a drawing of a face with a number 60 on it,,Simple abstract face with large eyes and small nostrils,,4,0.471952259540558,0.49,43.0,creature(s),face,,1,1,2,1,3.81921903738554,2.65625,0.993212976788381,8,4,0.173039436340332,0.3308178782463070,0.4311731714709490,0.2841177468410960,0.1774306290685660,0.08049537,0.32945988,0.14221337,21.142857142857100,7.444444444444450
601,adults,,G,FALSE,601__8798_9.jpg,../data/adults/stimuli_G/601__8798_9.jpg,a drawing of a mushroom with a face drawn on it,,Simple mushroom with spots and a short stem,,5,0.259108662605286,0.28,1.0,mushroom,,,2,1,2,1,4.58839083689458,4.15875,0.854689952904239,5,9,0.1783292783302480,0.357147495661601,0.435138463973999,0.6484491214230540,0.2792404670162220,0.07663388,0.13600038,0.08139382,5.6923076923076900,6.7
607,adults,,G,FALSE,607__8830_9.jpg,../data/adults/stimuli_G/607__8830_9.jpg,a drawing of a house with a rainbow in the sky,,House with a rainbow over it and two clouds,,5,0.554780006408691,0.53,56.0,house,rainbow,clouds,2,3,2,1,4.50918478973949,5.6125,0.863514485645151,2,8,0.1934343576431270,0.3697761109404590,0.4323993921279910,0.6261230577254380,0.3107348047807990,0.1459622,0.22884862,0.18837103,74.0,19.142857142857100
614,adults,,G,FALSE,614__8854_9.jpg,../data/adults/stimuli_G/614__8854_9.jpg,drawing of a mushroom with a black outline on a white background,,A simple drawing of a mushroom with a spotted cap,,5,0.377793818712235,0.29,1.0,mushroom,,,2,2,2,1,4.2268100267509,3.746875,0.918693605335426,4,6,0.1216208338737490,0.1985467909034180,0.2765430212020870,0.7413587651658220,0.2568054925061820,0.027256478,0.17882515,0.08015131,5.6923076923076900,7.882352941176470
618,adults,,G,FALSE,618__8898_9.jpg,../data/adults/stimuli_G/618__8898_9.jpg,a drawing of a person holding an umbrella with the word ' rain ' written on it,,Two stick figures under an umbrella with rain and clouds above,,5,0.583484351634979,0.49,43.0,umbrella,person(s),rain,2,2,3,1,4.59634992340179,7.099375,0.457366928082763,14,11,0.1641970872879030,0.3439176092074140,0.3717563152313230,0.6318305943286920,0.3941583186276930,0.056026958,0.18807957,0.1763781,8.222222222222220,14.88888888888890
625,adults,,G,FALSE,625__8917_9.jpg,../data/adults/stimuli_G/625__8917_9.jpg,a drawing of a mushroom with a t - shirt on it,,A simple drawing of a mushroom with a large cap,,5,0.28626874089241,0.31,4.0,abstract doodle/hard to interpret,,,2,0,2,1,4.85925429446273,3.3725,0.877646479566716,1,5,0.1199889850609870,0.2133463982744930,0.2771926357035250,0.7404365147781550,0.2902313011094100,0.035841346,0.18633918,0.08817178,4.774193548387100,7.882352941176470
632,adults,,G,FALSE,632__8941_9.jpg,../data/adults/stimuli_G/632__8941_9.jpg,a drawing of a mushroom with a face drawn on it,,Mushroom with spots growing in grass,,5,0.289989322423935,0.41,26.0,mushroom,grass,,2,2,2,1,4.82400519438014,5.34375,0.883347552935702,5,8,0.2205124497413640,0.4546034607054860,0.491398811340332,0.6361576343507490,0.3089859318578160,0.10929231,0.1715088,0.06980239,5.6923076923076900,6.7
634,adults,,G,FALSE,634__8953_9.jpg,../data/adults/stimuli_G/634__8953_9.jpg,a drawing of a person with a hat and a jacket,,A simple humanoid figure with one long hair strand,,4,0.513582646846771,0.55,59.0,person(s),,,2,2,3,1,5.09425625410537,6.4425,0.629426368744283,4,12,0.1797288656234740,0.3559621188618000,0.4620239734649660,0.6877105144061600,0.3217297113396880,0.11642083,0.20921321,0.11159118,7.7894736842105300,7.444444444444450
635,adults,,G,FALSE,635__8965_9.jpg,../data/adults/stimuli_G/635__8965_9.jpg,a drawing of a man ' s head with a tie on it,,Abstract shape resembling a mushroom with a circular top,,3,0.284354776144028,0.23,0.0,tracing,,,2,20,0,1,4.03516044929148,2.23,0.788171206225681,1,3,0.1204999017417470,0.2617573674104210,0.3510702043133840,0.5150285184604670,0.2315553370891890,0.074681446,0.32161555,0.19644825,24.666666666666700,6.7
680,adults,,G,FALSE,680__396_9.jpg,../data/adults/stimuli_G/680__396_9.jpg,drawing of a man with an umbrella in the shape of a man,,"Simple stick figure with circular head and line arms, possibly holding something",,3,0.381265699863434,0.41,26.0,person(s),,,1,0,2,1,3.9661975828977300,2.616875,0.786476868327402,4,7,0.1435719642894270,0.2705931228752790,0.3558160450568160,0.5142502788824530,0.2424274837304140,0.08694954,0.23147976,0.09495948,7.7894736842105300,16.75
681,adults,,G,FALSE,681__406_9.jpg,../data/adults/stimuli_G/681__406_9.jpg,drawing of a man holding an umbrella with a stick in his hand,,Stick figure holding an umbrella over its head,,4,0.420481562614441,0.44,31.0,abstract doodle/hard to interpret,,,1,1,1,0.5,4.36551962802979,3.685625,0.893575533661741,1,8,0.1630419492721560,0.2796523356334070,0.3532234237558670,0.6384015090892970,0.2375168301120990,0.079531096,0.17648646,0.13484558,4.774193548387100,14.88888888888890
685,adults,,G,FALSE,685__411_9.jpg,../data/adults/stimuli_G/685__411_9.jpg,a drawing of a shirt with dots on it,,Simple line drawing of an umbrella or mushroom with dots,,4,0.265429735183716,0.25,0.0,abstract doodle/hard to interpret,,,1,0,0,1,3.24436807446546,1.581875,0.898616600790514,12,4,0.0476821660995483,0.1113167736326680,0.1394702196121220,0.3817284505796220,0.2446699503589720,0.070970066,0.24713895,0.18716212,4.774193548387100,7.882352941176470
720,adults,,G,FALSE,720__8991_9.jpg,../data/adults/stimuli_G/720__8991_9.jpg,a drawing of an elephant with a big tusk,,Line drawing of an elephant's head with large ears,,5,0.570496797561646,0.53,55.0,elephant,,,1,1,3,1,4.41880357103596,5.3675,0.484943951937871,9,8,0.1548890471458440,0.2828738475702360,0.3572894930839540,0.7123461257093020,0.298727107731265,0.14024873,0.47771698,0.16543391,74.0,16.75
733,adults,,G,FALSE,733__6606_9.jpg,../data/adults/stimuli_G/733__6606_9.jpg,a drawing of a black and white umbrella with a line drawing of a line,,A simplistic drawing of a jellyfish or an umbrella with two legs,,4,0.313688576221466,0.3,2.0,umbrella,,,1,0,0,0.5,3.40315362065843,1.64625,0.970739748609108,3,4,0.0831349541625336,0.1666493167474660,0.2077481274454660,0.4264520845410680,0.1404854253457280,0.110306695,0.271968,0.12733221,8.222222222222220,16.75
737,adults,,G,FALSE,737__6654_9.jpg,../data/adults/stimuli_G/737__6654_9.jpg,a black and white drawing of a tree with a bird on it,,A house surrounded by branches protruding from a dome shape,,3,0.595594167709351,0.58,68.0,abstract doodle/hard to interpret,,,1,1,4,1,4.37031845867752,4.791875,0.750697822792886,2,6,0.1822398683738810,0.3975010930747120,0.4631197452545170,0.5086038697594960,0.2451691846855730,0.1497315,0.26493484,0.14529522,4.774193548387100,19.142857142857100
738,adults,,G,FALSE,738__6666_9.jpg,../data/adults/stimuli_G/738__6666_9.jpg,drawing of a man with an umbrella over his head,,Person with square face wearing a hat with a ball on top,,4,0.65283077955246,0.62,78.0,person(s),hat,,2,2,4,1,4.6393521582614,6.15875,0.735589635113697,5,14,0.2067414994989920,0.4042458356692140,0.5653392970561980,0.6530963896333940,0.2703316644348770,0.14176007,0.22354683,0.13621293,7.7894736842105300,7.444444444444450
914,adults,,G,FALSE,914__9371_9.jpg,../data/adults/stimuli_G/914__9371_9.jpg,drawing of a man holding an umbrella over a building with a sign,,Two stick figures holding a giant mushroom with falling particles,,4,0.605134844779968,0.55,61.0,shower,persons,mushroom,1,2,3,1,4.42347538022778,5.979375,0.716597925259343,38,7,0.1660934686660770,0.3233574427174760,0.4054386019706730,0.5672958917698930,0.3593147087031000,0.12318678,0.21264109,0.20880704,148.0,6.7
915,adults,,G,FALSE,915__9383_9.jpg,../data/adults/stimuli_G/915__9383_9.jpg,a black and white drawing of a mushroom with a tag,,Black and white drawing of a mushroom with a spotted cap,,4,0.177515745162964,0.32,5.0,abstract doodle/hard to interpret,,,1,1,2,1,4.68599960960622,4.334375,0.974277429613694,7,10,0.1365010738372800,0.2406394994830610,0.3220061063766480,0.8016392925381340,0.2992928989018240,0.046027828,0.22516532,0.08594236,4.774193548387100,7.882352941176470
916,adults,,G,FALSE,916__9395_9.jpg,../data/adults/stimuli_G/916__9395_9.jpg,a drawing of a guitar with a cage in the middle,,A musical instrument-like shape with strings and circular elements,,3,0.608384072780609,0.76,96.0,guitar,,,2,4,4,1,5.18258784632214,8.283125,0.703546251950708,5,24,0.1786388754844670,0.3679617862678630,0.4783217751479680,0.7934458417468700,0.2571980412348080,0.16253123,0.6507515,0.20965123,148.0,6.090909090909090
920,adults,,G,FALSE,920__9443_9.jpg,../data/adults/stimuli_G/920__9443_9.jpg,a drawing of a picture of a trash can with a trash can in it,,"The drawing shows the word ""Trash"" above a scribbled square",,5,0.53801840543747,0.57,65.0,trashcan,,,1,2,3,0.5,9.33538896475633,17.3875,0.519610503150342,9,41,0.1637874245643620,0.3309433260841170,0.432639863052359,0.6847685545188210,0.3918450996505750,0.17131236,0.37442607,0.29742855,148.0,6.090909090909090
938,adults,,G,FALSE,938__7047_9.jpg,../data/adults/stimuli_G/938__7047_9.jpg,a close up of a black and white drawing of a mushroom,,Simple drawing of a mushroom or a dome-shaped object,,5,0.214507460594177,0.25,0.0,tracing,,,2,20,0,1,6.75670532481141,3.819375,0.873905873398452,1,7,0.0820562790598686,0.1819108724594120,0.2228118910081310,0.5871766138533240,0.2111038503233550,0.056064643,0.3015069,0.11517024,24.666666666666700,7.882352941176470
978,adults,,G,FALSE,978__7095_9.jpg,../data/adults/stimuli_G/978__7095_9.jpg,a drawing of a dog with a nose and nose,,Hard to interpret,,2,0.594560742378235,0.57,67.0,abstract doodle/hard to interpret,,,1,2,3,1,4.51715344545555,7.74625,0.370998903451517,6,12,0.2484451532363890,0.4582867460932360,0.628205202328848,0.5785387819906350,0.2357477147791540,0.0,0.36045927,0.13656309,4.774193548387100,9.571428571428570
981,adults,,G,FALSE,981__7119_9.jpg,../data/adults/stimuli_G/981__7119_9.jpg,a drawing of a bunch of items that are on a table,,"Banana, watermelon slice, pineapple, and pear drawn simply",,5,0.626976847648621,0.69,90.0,fruit,,,2,4,4,1,4.84810270038232,8.85875,0.517535141275025,8,16,0.1220458673211400,0.2337504536286370,0.3694217205047610,0.7257859037445090,0.3472401835080570,0.14643596,0.4181614,0.21643385,148.0,6.090909090909090
987,adults,,G,FALSE,987__9677_9.jpg,../data/adults/stimuli_G/987__9677_9.jpg,a drawing of a pair of scissors with a tear coming out of them,,Hard to interpret,,2,0.496984004974365,0.52,53.0,abstract doodle/hard to interpret,,,2,1,2,0.5,4.52716620316074,7.459375,0.677913271723082,9,16,0.2484451532363890,0.4582867460932360,0.628205202328848,0.6388090359754030,0.2551710219916940,0.0,0.343661,0.19580251,4.774193548387100,9.571428571428570
991,adults,,G,FALSE,991__7221_9.jpg,../data/adults/stimuli_G/991__7221_9.jpg,a drawing of a cat with a nose and a nose ring,,Drawing of a cat's face with whiskers and pointed ears,,5,0.619117856025696,0.62,76.0,cat,,,2,2,3,1,4.54888048960331,7.80375,0.644013439218082,8,14,0.1947454214096070,0.3206782341003420,0.4593600356960270,0.739482890401713,0.2950698741037040,0.13062504,0.3577412,0.1493955,148.0,16.75
992,adults,,G,FALSE,992__7232_9.jpg,../data/adults/stimuli_G/992__7232_9.jpg,drawing of a man holding an umbrella over a broken glass,,Person relaxing on a lounge chair under an umbrella on the beach,,5,0.63949316740036,0.64,82.0,umbrella,person(s),sunbed,2,4,3,1,4.71243545333017,6.12,0.635621667873363,20,14,0.2053065659197140,0.4447166754220920,0.5269249693706610,0.5903370786582340,0.3234765205848310,0.15499458,0.2552901,0.19818294,8.222222222222220,22.333333333333300
1621,adults,,G,FALSE,1621__1233_9.jpg,../data/adults/stimuli_G/1621__1233_9.jpg,a drawing of a boat with a skull and crossbone on it,,Boat with pirate flag on ocean at sunset,,5,0.675814688205719,0.75,96.0,pirate ship,sun,water,2,3,3,1,4.76038616896115,10.413125,0.411511384062313,10,22,0.221784757269336,0.4693866968154910,0.5436502993106840,0.6654548116117360,0.3913496979029770,0.19437811,0.40579104,0.24919513,148.0,22.333333333333300
1622,adults,,G,FALSE,1622__7239_9.jpg,../data/adults/stimuli_G/1622__7239_9.jpg,a drawing of a butterfly with a long tail and a long tail,,Simplified drawing resembling a butterfly or skull with antennae,,3,0.57068657875061,0.54,57.0,abstract doodle/hard to interpret,,,1,1,2,1,4.29579223504885,4.348125,0.647043767596621,1,10,0.1257318779389920,0.2853083397539950,0.3505371809005740,0.6446882497800520,0.2674494025734850,0.1249396,0.37348825,0.19951898,4.774193548387100,6.090909090909090
1626,adults,,G,FALSE,1626__1256_9.jpg,../data/adults/stimuli_G/1626__1256_9.jpg,a close up of a drawing of a bird on a wire,,A bird-like figure with wings extended and two legs,,4,0.582914113998413,0.73,94.0,bird,,,2,3,3,1,13.0647577685806,12.89,0.822723323592133,1,9,0.1923878674275940,0.3079150708888490,0.4819163084030150,0.7688670963151400,0.3195149475462760,0.13327271,0.40572792,0.17244677,74.0,22.333333333333300
1663,adults,,G,FALSE,1663__1266_9.jpg,../data/adults/stimuli_G/1663__1266_9.jpg,a drawing of a bird with a tie on its head,,Abstract shape resembling a creature with teeth and an eye,,3,0.602938413619995,0.6,73.0,fish,,,1,2,3,1,4.47932368506417,4.469375,0.669670180210813,3,6,0.1621363662400010,0.3242658569971230,0.4211734533309940,0.5838210683609030,0.2577730926363530,0.12198274,0.30274996,0.14153083,148.0,6.090909090909090
1664,adults,,G,FALSE,1664__1276_9.jpg,../data/adults/stimuli_G/1664__1276_9.jpg,a drawing of a person with a white shirt and pants,,"Smiling person with curly hair, wearing a polka-dot shirt and pants",,5,0.68065333366394,0.61,75.0,person(s),,,2,2,4,1,4.64648466119035,6.888125,0.647100734407541,14,8,0.2218459248542790,0.4170988276987200,0.5829221655680030,0.6564148388867880,0.3401499058865880,0.15207683,0.2512837,0.15618965,7.7894736842105300,7.444444444444450
1665,adults,,G,FALSE,1665__1286_9.jpg,../data/adults/stimuli_G/1665__1286_9.jpg,a drawing of two flamingos standing next to each other,,"Two birds standing closely with wings spread, facing each other",,4,0.602052390575409,0.62,78.0,birds,,,2,2,4,1,4.30199220744385,3.850625,0.602645198389879,1,6,0.2424446118606510,0.4471705822450260,0.5663263072468730,0.6850996403127950,0.2492622432143030,0.17536092,0.39688346,0.18219814,148.0,22.333333333333300
1666,adults,,G,FALSE,1666__1295_9.jpg,../data/adults/stimuli_G/1666__1295_9.jpg,a drawing of a letter g with a face made out of a piece of paper,,Simple face with two triangular eyes and a square nose,,4,0.349867522716522,0.37,15.0,abstract doodle/hard to interpret,,,2,0,1,1,4.21766469919943,3.6375,0.668420509646136,4,10,0.2063522338867190,0.3611408712179700,0.4776192747837090,0.4765798600731020,0.2607038111129430,0.093073994,0.24406907,0.14394449,4.774193548387100,7.444444444444450
1667,adults,,G,FALSE,1667__1307_9.jpg,../data/adults/stimuli_G/1667__1307_9.jpg,drawing of a beach umbrella and a bottle of water,,Sun shining on beach umbrella and lounge chair,,5,0.58341383934021,0.6,72.0,parasol,person(s),sun,2,2,2,1,4.27216578337573,4.753125,0.571821305841924,5,5,0.1841020584106450,0.4340478181838990,0.463432252407074,0.6027484881597600,0.2882243367650560,0.1406617,0.22949028,0.16384682,148.0,22.333333333333300
1675,adults,,G,FALSE,1675__9725_9.jpg,../data/adults/stimuli_G/1675__9725_9.jpg,a drawing of a rainbow and a person holding a umbrella,,Stick figure under a rainbow with clouds,,5,0.629632830619812,0.74,95.0,rainbow,person(s),cloud,2,3,3,1,5.93889303560123,14.575625,0.548973192326611,3,25,0.1557122972183030,0.2839676693648970,0.3799948096275330,0.6701355387447380,0.3082750154675370,0.10592055,0.40070477,0.17216441,74.0,19.142857142857100
1676,adults,,G,FALSE,1676__9737_9.jpg,../data/adults/stimuli_G/1676__9737_9.jpg,drawing of a man holding an umbrella with a white background,,A mushroom with dotted lines above it,,5,0.373024016618729,0.32,5.0,umbrella,rain,,1,1,0,1,4.23847592691103,3.471875,0.608866884212895,10,8,0.1216028928756710,0.2608110684398130,0.3191944550987740,0.5650769704675360,0.2485681262276390,0.074646205,0.20482907,0.11962201,8.222222222222220,6.7
1740,adults,,G,FALSE,1740__1329_9.jpg,../data/adults/stimuli_G/1740__1329_9.jpg,drawing of a mushroom with letters coming out of it,,Mushroom with small spots on the cap,,5,0.28803426027298,0.27,1.0,mushroom,,,2,2,2,1,4.23922402053837,3.441875,0.978910555320051,8,7,0.208982229232788,0.3910335120866750,0.5055951178073880,0.5238585030886130,0.2802398768377670,0.07637127,0.19695966,0.084089324,5.6923076923076900,6.7
1741,adults,,G,FALSE,1741__368_9.jpg,../data/adults/stimuli_G/1741__368_9.jpg,a drawing of a cat with a face and legs,,Simplified drawing of a cat with large body and short legs,,4,0.587877511978149,0.53,54.0,pig from behind,,,1,2,4,1,3.99172050791575,2.66375,0.900885423549623,2,6,0.1753235354826710,0.3183313405016460,0.4075095057487490,0.5484287118245470,0.2645152858101200,0.14379637,0.2318279,0.14492823,148.0,16.75
1743,adults,,G,FALSE,1743__1355_9.jpg,../data/adults/stimuli_G/1743__1355_9.jpg,a drawing of a drawing of a house with a sun in the background,,"Stick figure under arch, suspended by ropes or wires",,3,0.59707123041153,0.63,79.0,person(s),beach,sun,2,2,2,1,4.72883346150027,4.5825,0.813926840017629,2,12,0.1639101505279540,0.347798685663899,0.4509716466358790,0.4058345273768520,0.2584512346952720,0.11994684,0.34243527,0.20171793,7.7894736842105300,6.090909090909090
1744,adults,,G,FALSE,1744__1365_9.jpg,../data/adults/stimuli_G/1744__1365_9.jpg,a drawing of a pair of elephants standing next to each other,,Hard to interpret,,2,0.355804949998856,0.4,23.0,abstract doodle/hard to interpret,,,2,0,0,1,3.972617762199190,2.716875,0.988555078683834,2,6,0.2484451532363890,0.4582867460932360,0.628205202328848,0.4592017207695970,0.2027784809972280,0.0,0.27969542,0.19085939,4.774193548387100,9.571428571428570
1748,adults,,G,FALSE,1748__1375_9.jpg,../data/adults/stimuli_G/1748__1375_9.jpg,a drawing of a mushroom with a face drawn on it,,A large mushroom with a dotted cap on a patch of ground,,5,0.232581302523613,0.32,4.0,mushroom,,,2,2,2,1,4.60043531239937,4.43125,0.708953931416696,14,10,0.1861570366527400,0.3138546739177310,0.426105260848999,0.7131348180615370,0.2998932452763030,0.0841805,0.19083598,0.09948249,5.6923076923076900,6.7
1749,adults,,G,FALSE,1749__1381_9.jpg,../data/adults/stimuli_G/1749__1381_9.jpg,a drawing of a umbrella with a bird on it,,Umbrella and a smaller shape resembling another umbrella underneath,,4,0.471840232610703,0.47,39.0,robot,,,1,2,1,1,4.12143660291634,3.42875,0.98209611558999,2,8,0.1382250189781190,0.3488245814338070,0.3309807578021510,0.6507308453907960,0.2490783145939600,0.102581665,0.18683061,0.13598382,148.0,10.307692307692300
1750,adults,,G,FALSE,1750__385_9.jpg,../data/adults/stimuli_G/1750__385_9.jpg,a drawing of a pole with a pole in the middle of it,,Hard to interpret,,3,0.399629682302475,0.47,39.0,umbrella,,,1,0,0,0.5,3.89855852238587,2.145,0.683704054267235,11,7,0.2484451532363890,0.4582867460932360,0.628205202328848,0.4253562891435170,0.1863639322452550,0.0,0.3184119,0.15391092,8.222222222222220,9.571428571428570
1751,adults,,G,FALSE,1751__1400_9.jpg,../data/adults/stimuli_G/1751__1400_9.jpg,a drawing of a mushroom with a face drawn on it,,Mushroom with swirly patterns on the cap,,5,0.15155503153801,0.28,1.0,mushroom,,,2,1,2,1,4.67354937554359,4.12375,0.868331220130693,4,7,0.1693673729896550,0.3172467540053570,0.4420243501663210,0.7809712710436160,0.2867377030348550,0.07767731,0.14430095,0.06705455,5.6923076923076900,6.7
1753,adults,,G,FALSE,1753__1411_9.jpg,../data/adults/stimuli_G/1753__1411_9.jpg,a drawing of a mushroom house with a chinese writing underneath it,,"Mushroom-shaped house with ""Hobbit House"" written, two stick figures beside it",,5,0.501874029636383,0.54,58.0,mushroom,house,person(s),2,2,3,1,4.719443253369,5.576875,0.928774321829286,6,6,0.1651872396469120,0.3541470766067510,0.3993571996688840,0.6450099214256880,0.4425555914252610,0.14602838,0.17943676,0.25641418,5.6923076923076900,19.142857142857100
1755,adults,,G,FALSE,1755__1420_9.jpg,../data/adults/stimuli_G/1755__1420_9.jpg,a drawing of a light bulb with a wire coming out of it,,"Light bulb emitting rays in a simplified, line drawing",,5,0.478910207748413,0.58,68.0,light bulb,,,2,3,3,1,4.60277544701558,5.44125,0.417719731733145,9,13,0.1443486213684080,0.3132216316361670,0.3297042054114210,0.6113280469204910,0.2678974410875950,0.16222355,0.48679668,0.19481668,148.0,6.090909090909090
16,adults,,I,FALSE,16__3474_11.jpg,../data/adults/stimuli_I/16__3474_11.jpg,a drawing of a ghost with eyes drawn on it,,Ghost-like figure with two large eyes and a jagged bottom,,5,0.489569276571274,0.5,47.0,ghost,,,2,2,2,1,8.55205186286038,5.73625,0.810924369747899,3,4,0.2109308713119690,0.3981706141335130,0.4678404648399070,0.5880136530000290,0.3588868498865430,0.15331951,0.23264723,0.29515988,148.0,8.333333333333330
21,adults,,I,FALSE,21__3509_11.jpg,../data/adults/stimuli_I/21__3509_11.jpg,a black and white drawing of a church with a cross on top,,"A building with a cross on top, possibly a church",,4,0.427230209112167,0.45,33.0,church,,,2,2,2,1,3.95388271603363,2.055,0.788215675375208,2,8,0.2016708730655370,0.3793111073560170,0.4415968656539920,0.3843439317976850,0.1964780598143470,0.08872338,0.27125296,0.1343703,49.333333333333300,6.944444444444450
26,adults,,I,FALSE,26__3554_11.jpg,../data/adults/stimuli_I/26__3554_11.jpg,a drawing of a man with a hat on top of a pole,,Hard to interpret,,2,0.461193114519119,0.47,38.0,abstract doodle/hard to interpret,,,1,1,0,1,4.24583444562961,3.144375,0.821701662823158,2,9,0.2403619885444640,0.490069850983317,0.6021845814961670,0.5226378313301250,0.2771733068946870,0.0,0.22889578,0.12940808,4.111111111111110,5.208333333333330
27,adults,,I,FALSE,27__5150_11.jpg,../data/adults/stimuli_I/27__5150_11.jpg,a close up of a black and white drawing of a spider,,Box with a stick figure-like shape on top and lines resembling a bow,,3,0.535638093948364,0.47,39.0,crab,,,2,4,3,1,4.91359308023287,4.300625,0.946486076908505,1,8,0.1662384271621700,0.3436406655204490,0.3566238071546660,0.714378306145996,0.2845877701750790,0.13397355,0.51275325,0.18696247,148.0,7.8125
32,adults,,I,FALSE,32__3578_11.jpg,../data/adults/stimuli_I/32__3578_11.jpg,a drawing of a man holding a sign with his hands,,Simple outline of a person with raised arms and legs,,5,0.435797333717346,0.43,30.0,person(s),,,2,1,2,1,4.16774664901606,3.581875,0.271814123376623,1,7,0.1685359973587980,0.2928762821220240,0.3724028246162630,0.5098708796960550,0.2828354313626090,0.13695166,0.32990542,0.16374746,11.384615384615400,5.208333333333330
44,adults,,I,FALSE,44__3662_11.jpg,../data/adults/stimuli_I/44__3662_11.jpg,a drawing of a person holding a sign with a sun in it,,"Person with speech bubble saying ""Praise the Sun"" under a sun",,5,0.620882630348206,0.67,87.0,abstract doodle/hard to interpret,writing,,1,1,2,1,4.94735357204526,8.3,0.466335007727975,1,19,0.231161103775434,0.422440988494187,0.5693860310682030,0.6133521313338620,0.3658287924239320,0.18179847,0.27898002,0.1873349,4.111111111111110,10.416666666666700
46,adults,,I,FALSE,46__3685_11.jpg,../data/adults/stimuli_I/46__3685_11.jpg,a drawing of a tombstone with a long curved top,,Outline of a thumb or nail-like shape,,3,0.298156380653381,0.26,0.0,tracing,,,2,20,0,1,4.59798532419739,3.149375,0.736608888309657,1,10,0.1667110224538420,0.2682818174362180,0.4076596255505300,0.4578470903407170,0.1944281994595480,0.15566906,0.17502293,0.14258313,11.384615384615400,5.208333333333330
62,adults,,I,FALSE,62__3707_11.jpg,../data/adults/stimuli_I/62__3707_11.jpg,a black and white drawing of a tall building with a clock on it,,Simple tower-like structure with dots scattered throughout,,3,0.50154459476471,0.64,81.0,abstract doodle/hard to interpret,,,1,1,0,1,4.7466419914358,4.284375,0.867238267148014,11,16,0.1755900382995610,0.3964426337612460,0.3913486366660210,0.6150618582461480,0.2915138978210220,0.1419112,0.46701765,0.19099626,4.111111111111110,7.8125
66,adults,,I,FALSE,66__3731_11.jpg,../data/adults/stimuli_I/66__3731_11.jpg,a drawing of a bottle of water with a rope around it,,Hard to interpret,,1,0.567659378051758,0.61,75.0,abstract doodle/hard to interpret,,,1,1,1,1,4.38758680653984,4.663125,0.710170051180452,1,8,0.2403619885444640,0.490069850983317,0.6021845814961670,0.5336878134612560,0.2926143544567320,0.0,0.27624214,0.13732335,4.111111111111110,5.208333333333330
85,adults,,I,FALSE,85__3787_11.jpg,../data/adults/stimuli_I/85__3787_11.jpg,a drawing of a padlock with a key in it,,Padlock with a keyhole on the front,,4,0.439590454101563,0.45,35.0,lock,,,2,2,2,1,4.049492216448190,2.668125,0.811814345991561,2,8,0.1548951175871410,0.3367374937754120,0.3785555733111150,0.4518807107634510,0.1881414268030450,0.1672034,0.22998834,0.102973685,49.333333333333300,25.0
103,adults,,I,FALSE,103__3833_11.jpg,../data/adults/stimuli_I/103__3833_11.jpg,a drawing of a cartoon oven with a pot on the stove,,A dome-shaped robot with buttons or lights and a central screen,,4,0.542001843452454,0.64,83.0,robot,,,1,1,1,1,4.7079246320316,5.163125,0.725490196078431,8,16,0.2129389516747610,0.4654827117919920,0.5432386372543190,0.5366481068980340,0.3495600061967880,0.14216538,0.2046957,0.18175927,49.333333333333300,20.833333333333300
110,adults,,I,FALSE,110__3847_11.jpg,../data/adults/stimuli_I/110__3847_11.jpg,a drawing of a building with a flag on top of it,,A domed building with columns and a flag on top,,4,0.560276865959168,0.67,87.0,building,flag,,2,2,3,1,4.67469436204879,6.565625,0.604038630377524,2,20,0.2137936949729920,0.4540260867484240,0.4820851396271490,0.6825166487782730,0.3239505298316780,0.079119496,0.2825067,0.17869194,29.6,6.944444444444450
113,adults,,I,FALSE,113__3869_11.jpg,../data/adults/stimuli_I/113__3869_11.jpg,a drawing of a jar with a name on it,,"Container with the word ""PAINT"" written on it",,5,0.422716021537781,0.46,37.0,paint,,,1,1,1,1,3.8870547684532,2.538125,0.955890486725664,4,6,0.1991206407547000,0.4024468900231640,0.5055169463157650,0.390240492148989,0.3671887704391770,0.16403893,0.209856,0.25058487,148.0,7.8125
138,adults,,I,FALSE,138__5326_11.jpg,../data/adults/stimuli_I/138__5326_11.jpg,a black and white drawing of a person walking through a window,,"Stick figure under a dome or arch, surrounded by lines",,4,0.507910788059235,0.61,76.0,person(s),abstract doodle/hard to interpret,,1,1,1,1,4.17925517949425,2.91625,0.975137431284358,4,7,0.138687252998352,0.250085629525352,0.3120517954764560,0.3604899829469910,0.2925688184013620,0.12282489,0.18818422,0.15821084,11.384615384615400,5.208333333333330
140,adults,,I,FALSE,140__3911_11.jpg,../data/adults/stimuli_I/140__3911_11.jpg,a drawing of a cartoon character holding a sign,,Cartoonish figure resembling a fish with a large head and small fins,,4,0.469930291175842,0.56,64.0,fish,,,2,2,3,1,4.51446440051603,3.820625,0.4752,1,6,0.2254034876823430,0.4234337291211220,0.4958693390048300,0.6112713121745800,0.3392955539416280,0.13241443,0.26692623,0.17008492,148.0,8.333333333333330
